timestamp,close,signal,position,asset_return,strategy_return,turnover,equity
2017-03-08,79.29365692981645,1.0,1.0,0.005741643382859873,0.005741643382859873,0.0,0.9874201763734188
2017-03-09,81.04752669023937,1.0,1.0,0.022118664068871086,0.022118664068871086,0.0,1.009260591549448
2017-03-10,79.80963646022346,0.0,1.0,-0.015273633639026118,-0.015273633639026118,0.0,0.9938455150278148
2017-03-13,79.15916341954231,1.0,0.0,-0.008150307024707981,-0.0005,1.0,0.9933485922703009
2017-03-14,77.8671434821068,1.0,1.0,-0.016321798786425146,-0.016821798786425146,1.0,0.9766386821263512
2017-03-15,76.35633696554845,1.0,1.0,-0.019402362138859264,-0.019402362138859264,0.0,0.9576895847369175
2017-03-16,75.82398111341237,1.0,1.0,-0.00697199306949825,-0.00697199306949825,0.0,0.951012579589401
2017-03-17,78.28105735588183,1.0,1.0,0.03240500177370431,0.03240500177370431,0.0,0.9818301439178106
2017-03-20,81.55566574496149,1.0,1.0,0.04183142767467496,0.04183142767467496,0.0,1.0229015005719242
2017-03-21,80.96968371889072,0.0,1.0,-0.007185056007061874,-0.007185056007061874,0.0,1.0155518960006074
2017-03-22,84.48344089855915,-1.0,0.0,0.04339596029382342,-0.0005,1.0,1.015044120052607
2017-03-23,84.57024700473066,-1.0,-1.0,0.0010274925505904253,-0.0015274925505904253,1.0,1.0134936477207062
2017-03-24,87.9445767863232,-1.0,-1.0,0.039899727162955756,-0.039899727162955756,0.0,0.9730555276952612
2017-03-27,87.78372382945336,-1.0,-1.0,-0.001829026447652926,0.001829026447652926,0.0,0.9748352719904505
2017-03-28,88.06016429928015,-1.0,-1.0,0.003149108488082142,-0.003149108488082142,0.0,0.9717654099609435
2017-03-29,88.79784320704748,-1.0,-1.0,0.008376987638363476,-0.008376987638363476,0.0,0.9636249431343115
2017-03-30,95.30555422103633,-1.0,-1.0,0.0732868139467644,-0.0732868139467644,0.0,0.8930039412123657
2017-03-31,97.14478750122957,-1.0,-1.0,0.01929828009737622,-0.01929828009737622,0.0,0.8757705010267886
2017-04-03,95.65593961950223,-1.0,-1.0,-0.01532607070357217,0.01532607070357217,0.0,0.8891926216456281
2017-04-04,97.75676110294374,-1.0,-1.0,0.021962269063459106,-0.021962269063459106,0.0,0.8696639340398042
2017-04-05,96.99866493115215,-1.0,-1.0,-0.007754923170922856,0.007754923170922856,0.0,0.8764081110328055
2017-04-06,95.97383773725237,-1.0,-1.0,-0.010565374220636747,0.010565374220636747,0.0,0.8856676906958685
2017-04-07,97.95037530674875,-1.0,-1.0,0.020594545514659446,-0.020594545514659446,0.0,0.8674277671289691
2017-04-10,98.0412550946697,-1.0,-1.0,0.0009278145962823281,-0.0009278145962823281,0.0,0.8666229549854062
2017-04-11,98.67223249997002,-1.0,-1.0,0.00643583565603123,-0.00643583565603123,0.0,0.861045512071376
2017-04-12,98.72633968111575,-1.0,-1.0,0.0005483526598604183,-0.0005483526598604183,0.0,0.8605733554745708
2017-04-13,99.48961213263303,-1.0,-1.0,0.007731193661009161,-0.007731193661009161,0.0,0.8539200962038924
2017-04-14,100.45546463072934,-1.0,-1.0,0.00970807381185379,-0.00970807381185379,0.0,0.8456301768805198
2017-04-17,96.2551467960309,-1.0,-1.0,-0.04181273612280478,0.04181273612280478,0.0,0.8809882883239056
2017-04-18,97.71167656365344,-1.0,-1.0,0.015131967651651923,-0.015131967651651923,0.0,0.867657202043504
2017-04-19,95.62974824224646,-1.0,-1.0,-0.021306852923055897,0.021306852923055897,0.0,0.8861442464350751
2017-04-20,92.64181646867155,-1.0,-1.0,-0.03124479388993029,0.03124479388993029,0.0,0.9138316407716865
2017-04-21,92.54393555206477,-1.0,-1.0,-0.0010565522173228148,0.0010565522173228148,0.0,0.9147971516180036
2017-04-24,92.73850825753769,-1.0,-1.0,0.0021024900693082937,-0.0021024900693082937,0.0,0.9128737996912952
2017-04-25,91.34505433269143,-1.0,-1.0,-0.015025623670553268,0.015025623670553268,0.0,0.9265902978641647
2017-04-26,93.06605103374885,1.0,-1.0,0.018840611718170308,-0.018840611718170308,0.0,0.9091327698402822
2017-04-27,90.35860772658359,-1.0,1.0,-0.029091631987086863,-0.030091631987086864,2.0,0.8817754811028475
2017-04-28,89.56824442366602,1.0,-1.0,-0.00874696194201141,0.007746961942011411,2.0,0.8886065621963501
2017-05-01,88.43519179853891,1.0,1.0,-0.012650160025105106,-0.013650160025105107,2.0,0.8764769404230115
2017-05-02,88.36492021362136,1.0,1.0,-0.00079461109868606,-0.00079461109868606,0.0,0.875780482118409
2017-05-03,88.93419098751698,1.0,1.0,0.006442271124326382,0.006442271124326382,0.0,0.881422497429609
2017-05-04,86.98936162477732,1.0,1.0,-0.02186818524061962,-0.02186818524061962,0.0,0.8621473869805687
2017-05-05,88.41875513578344,1.0,1.0,0.016431819757129817,0.016431819757129817,0.0,0.8763140374475139
2017-05-08,88.56344729654026,1.0,1.0,0.0016364419577568068,0.0016364419577568068,0.0,0.8777480745065643
2017-05-09,84.94512435408892,1.0,1.0,-0.04085571477740679,-0.04085571477740679,0.0,0.8418870495281061
2017-05-10,81.35431753434611,1.0,1.0,-0.04227207679130274,-0.04227207679130274,0.0,0.8062987355208507
2017-05-11,81.3514643480934,1.0,1.0,-3.507111041156641e-05,-3.507111041156641e-05,0.0,0.8062704577288726
2017-05-12,80.9731176435752,1.0,1.0,-0.004650766984344745,-0.004650766984344745,0.0,0.8025206817036147
2017-05-15,80.80687794589971,1.0,1.0,-0.0020530233059227188,-0.0020530233059227188,0.0,0.8008730880405922
2017-05-16,80.7759844828998,1.0,1.0,-0.00038231229550278467,-0.00038231229550278467,0.0,0.800566904411897
2017-05-17,81.20033231573511,1.0,1.0,0.0052533910363561365,0.0052533910363561365,0.0,0.8047725954115379
2017-05-18,82.94440279985913,1.0,1.0,0.021478612640924544,0.021478612640924544,0.0,0.8220579942524138
2017-05-19,80.94509508187768,0.0,1.0,-0.02410419088561877,-0.02410419088561877,0.0,0.8022429514399047
2017-05-22,78.88743651974576,1.0,0.0,-0.02542042306640757,-0.0005,1.0,0.8018418299641847
2017-05-23,77.0162783260757,1.0,1.0,-0.02371934336086201,-0.02421934336086201,1.0,0.7824217473631803
2017-05-24,77.52971757316992,1.0,1.0,0.006666632798333572,0.006666632798333572,0.0,0.7876378658462811
2017-05-25,79.71874630107665,1.0,1.0,0.028234705303044505,0.028234705303044505,0.0,0.8098765888739698
2017-05-26,78.97871452873424,1.0,1.0,-0.009283033247255323,-0.009283033247255323,0.0,0.802358477573279
2017-05-29,74.73466146929056,1.0,1.0,-0.053736669237628654,-0.053736669237628654,0.0,0.7592424054539164
2017-05-30,71.98069042776342,1.0,1.0,-0.03684998349338586,-0.03684998349338586,0.0,0.731264335345461
2017-05-31,70.68011706190825,1.0,1.0,-0.018068364697895856,-0.018068364697895856,0.0,0.7180515846438748
2017-06-01,69.82802025620065,1.0,1.0,-0.012055679038579625,-0.012055679038579625,0.0,0.7093949852062648
2017-06-02,69.21501963173114,1.0,1.0,-0.008778719806467272,-0.008778719806467272,0.0,0.703167405399026
2017-06-05,69.29075387535381,1.0,1.0,0.0010941879959815992,0.0010941879959815992,0.0,0.7039368027331792
2017-06-06,68.82980985980741,1.0,1.0,-0.006652316359201271,-0.006652316359201271,0.0,0.6992539924245134
2017-06-07,70.46689304350066,1.0,1.0,0.023784508297025164,0.023784508297025164,0.0,0.7158854048090622
2017-06-08,69.43500545799641,1.0,1.0,-0.014643579998159462,-0.014643579998159462,0.0,0.7054022796142259
2017-06-09,68.1361746582393,1.0,1.0,-0.01870570602234367,-0.01870570602234367,0.0,0.692207231944271
2017-06-12,68.87993471396261,1.0,1.0,0.010915788264514337,0.010915788264514337,0.0,0.6997632195233403
2017-06-13,66.58982643547166,1.0,1.0,-0.033247828819830794,-0.033247828819830794,0.0,0.6764976117862146
2017-06-14,67.18371594612597,1.0,1.0,0.008918622294800782,0.008918622294800782,0.0,0.6825310384690706
2017-06-15,67.3527003831221,1.0,1.0,0.0025152588631989214,0.0025152588631989214,0.0,0.6842477807129883
2017-06-16,67.14884447578252,1.0,1.0,-0.0030266924144092267,-0.0030266924144092267,0.0,0.6821767731455279
2017-06-19,69.57241207592145,1.0,1.0,0.036092469186316256,0.036092469186316256,0.0,0.7067982173099036
2017-06-20,68.63546820251139,1.0,1.0,-0.013467175356628558,-0.013467175356628558,0.0,0.6972796417756386
2017-06-21,71.86090701653406,1.0,1.0,0.04699376136702238,0.04699376136702238,0.0,0.7300474348673258
2017-06-22,71.51961880017585,1.0,1.0,-0.004749289015788305,-0.004749289015788305,0.0,0.726580228603906
2017-06-23,69.53939601102603,1.0,1.0,-0.027687826394636073,-0.027687826394636073,0.0,0.7064628013725461
2017-06-26,69.66387754028453,1.0,1.0,0.0017900864315640863,0.0017900864315640863,0.0,0.7077274308476879
2017-06-27,68.0372569887213,1.0,1.0,-0.02334955516397441,-0.02334955516397441,0.0,0.6912023101600518
2017-06-28,66.92845255077795,1.0,1.0,-0.0162970185309963,-0.0162970185309963,0.0,0.679937773302706
2017-06-29,67.53635561680676,1.0,1.0,0.009082879446041359,0.009082879446041359,0.0,0.6861135661284242
2017-06-30,68.389792448227,1.0,1.0,0.01263670246381876,0.01263670246381876,0.0,0.6947837791199788
2017-07-03,67.46883458119547,1.0,1.0,-0.013466305921731259,-0.013466305921731259,0.0,0.6854276082008925
2017-07-04,68.97875199588785,1.0,1.0,0.022379479711855277,0.022379479711855277,0.0,0.7007671214525699
2017-07-05,70.78896237082596,0.0,1.0,0.02624301429875131,0.02624301429875131,0.0,0.7191573630409445
2017-07-06,73.09716760917794,-1.0,0.0,0.032606852269715825,-0.0005,1.0,0.718797784359424
2017-07-07,73.9779357152077,-1.0,-1.0,0.012049278170925604,-0.012549278170925604,1.0,0.7097773910148526
2017-07-10,76.26678568291017,-1.0,-1.0,0.03093963011503642,-0.03093963011503642,0.0,0.6878171410728375
2017-07-11,73.16893610289186,0.0,-1.0,-0.04061859369422027,0.04061859369422027,0.0,0.7157553060619953
2017-07-12,72.67226576249952,-1.0,0.0,-0.006787994562253985,-0.0005,1.0,0.7153974284089644
2017-07-13,71.30546815245437,-1.0,-1.0,-0.018807692256520347,0.018307692256520347,1.0,0.7284947043693818
2017-07-14,71.51125258281007,-1.0,-1.0,0.002885955813595187,-0.002885955813595187,0.0,0.7263923008421337
2017-07-17,70.62764531085494,-1.0,-1.0,-0.012356199060167605,0.012356199060167605,0.0,0.7353677487071122
2017-07-18,70.384661974292,1.0,-1.0,-0.0034403431615692703,0.0034403431615692703,0.0,0.7378976661126153
2017-07-19,73.40181421949514,1.0,1.0,0.04286661554622717,0.04186661554622717,2.0,0.7687909440122104
2017-07-20,73.14350950609418,0.0,1.0,-0.00351905080477366,-0.00351905080477366,0.0,0.7660855296219815
2017-07-21,73.8352962461607,-1.0,0.0,0.009457937481231804,-0.0005,1.0,0.7657024868571706
2017-07-24,73.47348999923845,-1.0,-1.0,-0.004900180067213489,0.004400180067213488,1.0,0.7690717156772553
2017-07-25,73.6144704792396,-1.0,-1.0,0.001918793839827293,-0.001918793839827293,0.0,0.7675960256068284
2017-07-26,73.64182396905487,-1.0,-1.0,0.0003715776210464483,-0.0003715776210464483,0.0,0.7673108041017087
2017-07-27,74.39526669249851,-1.0,-1.0,0.010231179550363123,-0.010231179550363123,0.0,0.7594603094940107
2017-07-28,76.36082832625193,1.0,-1.0,0.026420520029557526,-0.026420520029557526,0.0,0.7393949731753702
2017-07-31,79.22065952499314,0.0,1.0,0.03745154762494929,0.03645154762494929,2.0,0.7663470642537203
2017-08-01,79.78541371653489,0.0,0.0,0.007128875156152681,-0.0005,1.0,0.7659638907215935
2017-08-02,80.85450948906085,-1.0,0.0,0.013399639391785234,0.0,0.0,0.7659638907215935
2017-08-03,78.8360423903391,1.0,-1.0,-0.024964187050010245,0.024464187050010244,1.0,0.7847025746177602
2017-08-04,78.70131047333277,1.0,1.0,-0.0017090142138190823,-0.0027090142138190823,2.0,0.7825768041895003
2017-08-07,80.37858631955051,1.0,1.0,0.021311917630470356,0.021311917630470356,0.0,0.7992550165799036
2017-08-08,81.95643390773887,-1.0,1.0,0.01963019829579382,0.01963019829579382,0.0,0.8149445510442751
2017-08-09,82.36150240299636,1.0,-1.0,0.004942485610263336,-0.005942485610263336,2.0,0.810101754776532
2017-08-10,84.01631818749496,-1.0,1.0,0.0200921029390837,0.0190921029390837,2.0,0.8255683008698578
2017-08-11,84.9558201996085,1.0,-1.0,0.011182375428745894,-0.012182375428745895,2.0,0.8155109178865894
2017-08-14,87.26809604394099,1.0,1.0,0.027217391803171065,0.026217391803171064,2.0,0.8368914871405858
2017-08-15,87.85074235892448,1.0,1.0,0.0066765099892878155,0.0066765099892878155,0.0,0.8424790015144299
2017-08-16,87.18132417349346,1.0,1.0,-0.007619949102945833,-0.007619949102945833,0.0,0.8360593544025893
2017-08-17,87.85389465217666,-1.0,1.0,0.007714616462406232,0.007714616462406232,0.0,0.8425092316616122
2017-08-18,82.34604996751658,-1.0,-1.0,-0.062693232968968,0.061693232968968004,2.0,0.8944863499690183
2017-08-21,83.06792614408938,-1.0,-1.0,0.008766372847969883,-0.008766372847969883,0.0,0.8866449491177703
2017-08-22,76.63065227942177,-1.0,-1.0,-0.07749409625926551,0.07749409625926551,0.0,0.9553546981524944
2017-08-23,73.77495566306962,-1.0,-1.0,-0.03726572241535009,0.03726572241535009,0.0,0.9909566811420458
2017-08-24,74.5354531939468,-1.0,-1.0,0.01030834277082282,-0.01030834277082282,0.0,0.9807415600017967
2017-08-25,75.34681724146701,0.0,-1.0,0.01088561231940166,-0.01088561231940166,0.0,0.9700655875940919
2017-08-28,73.44700912551917,-1.0,0.0,-0.025214178720508462,-0.0005,1.0,0.9695805548002949
2017-08-29,72.31359782219158,-1.0,-1.0,-0.015431687645587,0.014931687645587,1.0,0.9840580287918078
2017-08-30,74.56271192704378,0.0,-1.0,0.03110222935363316,-0.03110222935363316,0.0,0.9534516302830409
2017-08-31,73.7842868782634,-1.0,0.0,-0.010439870394494677,-0.0005,1.0,0.9529749044678995
2017-09-01,77.56514898473425,-1.0,-1.0,0.051242104063550675,-0.051742104063550676,1.0,0.9036659777909692
2017-09-04,77.58031636031295,1.0,-1.0,0.00019554369168672814,-0.00019554369168672814,0.0,0.9034892716096203
2017-09-05,78.30407107262324,1.0,1.0,0.009329102358243802,0.0083291023582438,2.0,0.9110145262324321
2017-09-06,81.18172228668205,1.0,1.0,0.03674970119229082,0.03674970119229082,0.0,0.9444940378533103
2017-09-07,81.43731688202632,1.0,1.0,0.0031484253862179568,0.0031484253862179568,0.0,0.9474677068592192
2017-09-08,79.66623226992206,1.0,1.0,-0.021747826179857266,-0.021747826179857266,0.0,0.9268623438594169
2017-09-11,79.49155730014728,1.0,1.0,-0.002192584797821917,-0.002192584797821917,0.0,0.9248301195745972
2017-09-12,79.44772707366629,1.0,1.0,-0.0005513821589315793,-0.0005513821589315793,0.0,0.9243201847466211
2017-09-13,77.09787458006433,1.0,1.0,-0.029577340726476775,-0.029577340726476775,0.0,0.8969812517020104
2017-09-14,76.68000700847506,1.0,1.0,-0.005419962273477741,-0.005419962273477741,0.0,0.8921196471577686
2017-09-15,75.44634941276671,1.0,1.0,-0.01608838657998557,-0.01608838657998557,0.0,0.8777668813986941
2017-09-18,77.02703977517436,1.0,1.0,0.02095118418201647,0.02095118418201647,0.0,0.8961571369997523
2017-09-19,77.10453527655989,-1.0,1.0,0.0010060817813033474,0.0010060817813033474,0.0,0.8970587443684728
2017-09-20,76.64079511350032,-1.0,-1.0,-0.006014434318243667,0.005014434318243667,2.0,0.9015569865217146
2017-09-21,76.4787660490683,-1.0,-1.0,-0.0021141360054011127,0.0021141360054011127,0.0,0.903463000607841
2017-09-22,76.87638316795531,-1.0,-1.0,0.005199052487744105,-0.005199052487744105,0.0,0.8987658490469461
2017-09-25,77.95361729327196,-1.0,-1.0,0.01401254951033759,-0.01401254951033759,0.0,0.8861718480889752
2017-09-26,76.26274585211416,-1.0,-1.0,-0.021690737388061265,0.021690737388061265,0.0,0.9053935689265661
2017-09-27,74.5393056638374,1.0,-1.0,-0.02259871670000968,0.02259871670000968,0.0,0.9258543016927482
2017-09-28,76.40588623394727,-1.0,1.0,0.025041561005785473,0.024041561005785472,2.0,0.9481132843693632
2017-09-29,75.7285101934459,-1.0,-1.0,-0.008865495498963427,0.007865495498963426,2.0,0.9555706651400778
2017-10-02,73.40381196286033,1.0,-1.0,-0.030697794326696837,0.030697794326696837,0.0,0.9849045768831728
2017-10-03,74.14740187783426,0.0,1.0,0.010130126693558505,0.009130126693558505,2.0,0.9938968804511819
2017-10-04,74.93101179691779,1.0,0.0,0.010568272107154941,-0.0005,1.0,0.9933999320109563
2017-10-05,72.44763257797351,-1.0,1.0,-0.033142208538100015,-0.033642208538100016,1.0,0.9599797643365093
2017-10-06,72.83456198344702,-1.0,-1.0,0.005340815037083058,-0.006340815037083058,2.0,0.9538927102115089
2017-10-09,74.0499190712451,0.0,-1.0,0.01668654351315091,-0.01668654351315091,0.0,0.9379755379956871
2017-10-10,74.68499163032868,-1.0,0.0,0.008576276207304945,-0.0005,1.0,0.9375065502266893
2017-10-11,75.75699293562394,-1.0,-1.0,0.014353637617064763,-0.014853637617064763,1.0,0.9235811676659975
2017-10-12,73.451895332473,1.0,-1.0,-0.0304275224481223,0.0304275224481223,0.0,0.9516834543778177
2017-10-13,74.01066899516027,1.0,1.0,0.007607341650722965,0.006607341650722965,2.0,0.9579715521042322
2017-10-16,73.53320615446943,1.0,1.0,-0.006451270434024492,-0.006451270434024492,0.0,0.9517914185535057
2017-10-17,72.76752973214049,1.0,1.0,-0.010412662011778706,-0.010412662011778706,0.0,0.9418807362063967
2017-10-18,74.20351770851231,1.0,1.0,0.019733911287874273,0.019733911287874273,0.0,0.9604677270984514
2017-10-19,76.69610778511627,-1.0,1.0,0.0335912656647277,0.0335912656647277,0.0,0.9927310536818127
2017-10-20,79.82823522759753,1.0,-1.0,0.04083815375946731,-0.04183815375946731,2.0,0.951197019216075
2017-10-23,82.2094123507015,1.0,1.0,0.029828758162008917,0.028828758162008916,2.0,0.9786188480474791
2017-10-24,82.0291490018121,1.0,1.0,-0.002192733699645011,-0.002192733699645011,0.0,0.9764729975202576
2017-10-25,82.69291623101913,1.0,1.0,0.008091845853385182,0.008091845853385182,0.0,0.9843744664961845
2017-10-26,84.13103325527766,1.0,1.0,0.01739105463690338,0.01739105463690338,0.0,1.0014937766261922
2017-10-27,84.37748393716514,1.0,1.0,0.0029293671116539244,0.0029293671116539244,0.0,1.004427519557967
2017-10-30,84.64264666888945,1.0,1.0,0.0031425768979054247,0.0031425768979054247,0.0,1.0075840102765503
2017-10-31,86.22344850706514,-1.0,1.0,0.01867618630073764,0.01867618630073764,0.0,1.0264018369661194
2017-11-01,86.13068466389119,1.0,-1.0,-0.001075854013961819,7.585401396181888e-05,2.0,1.026479693665391
2017-11-02,84.7692348265781,-1.0,1.0,-0.015806792232360478,-0.01680679223236048,2.0,1.0092278627232198
2017-11-03,84.01373391865616,1.0,-1.0,-0.00891244222585652,0.00791244222585652,2.0,1.017213319879742
2017-11-06,85.22328162849465,-1.0,1.0,0.014397023598660574,0.013397023598660573,2.0,1.0308409507310428
2017-11-07,85.24923336031725,-1.0,-1.0,0.00030451458013236454,-0.0013045145801323646,2.0,1.0294962036810167
2017-11-08,85.91522084359447,-1.0,-1.0,0.0078122401460472,-0.0078122401460472,0.0,1.0214535321084166
2017-11-09,87.22206882803785,-1.0,-1.0,0.015210901765851714,-0.015210901765851714,0.0,1.0059163027731333
2017-11-10,86.52070712397905,-1.0,-1.0,-0.008041103742237099,0.008041103742237099,0.0,1.0140049801197395
2017-11-13,88.00475545767236,-1.0,-1.0,0.01715252201495243,-0.01715252201495243,0.0,0.9966122373749643
2017-11-14,88.76827933799164,-1.0,-1.0,0.008675938889308288,-0.008675938889308288,0.0,0.9879656905071623
2017-11-15,86.39128696407653,-1.0,-1.0,-0.02677749745339264,0.02677749745339264,0.0,1.0144209392687573
2017-11-16,89.22011026394085,-1.0,-1.0,0.03274431252587551,-0.03274431252587551,0.0,0.981204423000549
2017-11-17,88.25594765291869,-1.0,-1.0,-0.010806561527102687,0.010806561527102687,0.0,0.9918078689683697
2017-11-20,85.09593265793359,-1.0,-1.0,-0.03580512224980459,0.03580512224980459,0.0,1.0273196709651002
2017-11-21,83.16650009452505,-1.0,-1.0,-0.02267361674222934,0.02267361674222934,0.0,1.0506127234563163
2017-11-22,81.32407917516865,-1.0,-1.0,-0.022153402118188836,0.022153402118188836,0.0,1.0738873695895297
2017-11-23,81.43760396674155,-1.0,-1.0,0.0013959554503946148,-0.0013959554503946148,0.0,1.0723882706628411
2017-11-24,80.96386052307908,0.0,-1.0,-0.005817256655241798,0.005817256655241798,0.0,1.078626628467358
2017-11-27,80.38053945398033,1.0,0.0,-0.007204709179257418,-0.0005,1.0,1.0780873151531245
2017-11-28,81.51209504576855,1.0,1.0,0.014077481931258351,0.01357748193125835,1.0,1.0927250261949348
2017-11-29,82.14827758596755,-1.0,1.0,0.007804762469199034,0.007804762469199034,0.0,1.1012534854685356
2017-11-30,82.74569524228046,0.0,-1.0,0.0072724307054121695,-0.00827243070541217,2.0,1.0921434423209035
2017-12-01,83.5209575164505,-1.0,0.0,0.00936921578699712,-0.0005,1.0,1.091597370599743
2017-12-04,84.69002296021974,-1.0,-1.0,0.0139972706076672,-0.014497270607667201,1.0,1.0757721881235407
2017-12-05,80.84181285246707,-1.0,-1.0,-0.04543876566853966,0.04543876566853966,0.0,1.1246539484924183
2017-12-06,80.21025620982427,1.0,-1.0,-0.007812252352571214,0.007812252352571214,0.0,1.1334400289473567
2017-12-07,76.44302488166312,1.0,1.0,-0.04696695293313036,-0.04796695293313036,2.0,1.079072364426313
2017-12-08,76.52238983401533,0.0,1.0,0.0010382235982298038,0.0010382235982298038,0.0,1.080192682819258
2017-12-11,76.53274891973103,0.0,0.0,0.00013537326445467457,-0.0005,1.0,1.0796525864778486
2017-12-12,78.34642815921143,-1.0,0.0,0.02369808043067434,0.0,0.0,1.0796525864778486
2017-12-13,80.45620343781816,-1.0,-1.0,0.026928799795689073,-0.027428799795689074,1.0,1.0500390118344498
2017-12-14,80.83801938264051,1.0,-1.0,0.0047456371107224005,-0.0047456371107224005,0.0,1.045055907732182
2017-12-15,79.96511864365344,1.0,1.0,-0.010798146041347989,-0.01179814604134799,2.0,1.032726185511384
2017-12-18,80.84926859266777,1.0,1.0,0.01105669526927544,0.01105669526927544,0.0,1.0441447242411848
2017-12-19,79.92739287751381,1.0,1.0,-0.011402400184948203,-0.011402400184948203,0.0,1.0322389682443844
2017-12-20,79.9439567245133,1.0,1.0,0.00020723617277096373,0.00020723617277096373,0.0,1.0324528854975485
2017-12-21,81.7307613640255,-1.0,1.0,0.02235071558528845,0.02235071558528845,0.0,1.0555289462965147
2017-12-22,80.74536551798033,1.0,-1.0,-0.012056609159142084,0.011056609159142083,2.0,1.0671995173118765
2017-12-25,82.22042191514521,1.0,1.0,0.018268000741620494,0.017268000741620493,2.0,1.0856279193682752
2017-12-26,83.48462215701844,1.0,1.0,0.015375745008678443,0.015375745008678443,0.0,1.102320257430784
2017-12-27,81.75517177167167,1.0,1.0,-0.020715795803615267,-0.020715795803615267,0.0,1.0794848160676593
2017-12-28,83.55977237756281,-1.0,1.0,0.022073228724062588,0.022073228724062588,0.0,1.1033125313168735
2017-12-29,84.88439391378341,-1.0,-1.0,0.015852383252497715,-0.016852383252497716,2.0,1.084719085691838
2018-01-01,85.09671646699908,1.0,-1.0,0.002501314357399087,-0.002501314357399087,0.0,1.0820058622690523
2018-01-02,83.69028065398125,-1.0,1.0,-0.016527498021187026,-0.017527498021187027,2.0,1.0630410066592186
2018-01-03,82.13046199505708,1.0,-1.0,-0.0186379905376739,0.017637990537673898,2.0,1.0817909138758333
2018-01-04,81.17643481907706,-1.0,1.0,-0.011615996705795162,-0.012615996705795163,2.0,1.0681430432700165
2018-01-05,82.17856754593782,-1.0,-1.0,0.012345118741593941,-0.013345118741593942,2.0,1.0538885475245707
2018-01-08,80.47468604483593,-1.0,-1.0,-0.020733891475407162,0.020733891475407162,0.0,1.0757397582961197
2018-01-09,81.27854892516842,-1.0,-1.0,0.009989015426349335,-0.009989015426349335,0.0,1.0649941772557625
2018-01-10,79.0899366574411,-1.0,-1.0,-0.026927304887570447,0.026927304887570447,0.0,1.0936716001702156
2018-01-11,78.75161136533406,-1.0,-1.0,-0.004277728702355876,0.004277728702355876,0.0,1.0983500305652152
2018-01-12,78.96211295549905,1.0,-1.0,0.0026729813716250828,-0.0026729813716250828,0.0,1.0954141613939905
2018-01-15,83.38132468593118,1.0,1.0,0.05596622943616869,0.05496622943616869,2.0,1.1556249475168008
2018-01-16,80.89256963805126,1.0,1.0,-0.029847871297969952,-0.029847871297969952,0.0,1.1211320028145961
2018-01-17,83.5963948879013,1.0,1.0,0.03342489009742344,0.03342489009742344,0.0,1.1586057167933783
2018-01-18,83.89458616127307,1.0,1.0,0.0035670350829317687,0.0035670350829317687,0.0,1.1627385040324656
2018-01-19,84.6831352971208,1.0,1.0,0.009399285125882617,0.009399285125882617,0.0,1.173667414758709
2018-01-22,84.92587376987524,1.0,1.0,0.0028664322819740296,0.0028664322819740296,0.0,1.1770316529246743
2018-01-23,85.78792248039801,1.0,1.0,0.01015060160415504,0.01015060160415504,0.0,1.1889792323089927
2018-01-24,85.51643054830618,1.0,1.0,-0.0031646871056222325,-0.0031646871056222325,0.0,1.1852164850636517
